lang,T,n1,n_types,plateau_size,plateau_mass,floor,plateau_types_used,corpus_lines,empty_lines
ilo_Latn,3166262,1755,11781,80232,4.85117276e-04,-18.923798,809,100000,0
imo_Latn,1308280,128,3190,91653,1.36307511e-03,-18.023777,173,23862,0
ina_Latn,1245911,2214,10331,83403,1.27422500e-03,-17.996857,586,56283,0
inb_Latn,882905,287,3147,92847,2.01528995e-03,-17.645700,149,17919,0
ind_Latn,3196576,2470,14711,77307,4.64487056e-04,-18.930117,1114,100000,0
inh_Cyrl,211983,316,2813,96541,8.50474611e-03,-16.244854,137,2521,0
ino_Latn,1367200,106,2421,94758,1.32978503e-03,-18.081820,218,23125,0
iou_Latn,1778138,183,3346,92621,1.00932040e-03,-18.334749,174,32094,0
ipi_Latn,1389011,50,2761,93239,1.28800290e-03,-18.097584,99,19056,0
iqw_Latn,601157,396,3421,92283,2.92799049e-03,-17.266054,105,11059,0
iri_Latn,725677,211,3214,92939,2.45834017e-03,-17.447968,102,17827,0
irk_Latn,663769,377,4551,90783,2.59021928e-03,-17.372240,133,13515,0
iry_Latn,514218,298,3708,91663,3.38433023e-03,-17.114473,92,13449,0
isd_Latn,501685,460,4392,90834,3.45130903e-03,-17.085791,186,10971,0
ish_Latn,2165335,1320,6403,87658,7.85761033e-04,-18.530056,204,88944,0
isl_Latn,3892113,2338,10684,82853,4.04263249e-04,-19.138268,889,100000,0
iso_Latn,2477379,1262,6358,87903,6.87404826e-04,-18.666576,282,100000,0
ita_Latn,2921735,2228,12049,81064,5.27795294e-04,-18.849796,926,100000,0
itl_Cyrl,49566,145,918,98544,3.21658562e-02,-14.935108,19,978,0
itv_Latn,560510,342,4489,90248,3.06519193e-03,-17.197962,159,13512,0
ium_Latn,2352355,261,3228,94169,7.76321210e-04,-18.613791,195,42126,0
ivb_Latn,527687,414,4520,90982,3.26718844e-03,-17.142242,107,11038,0
ivv_Latn,443375,435,4051,91140,3.87809694e-03,-16.972563,137,11031,0
iws_Latn,1738795,73,2810,93721,1.03849142e-03,-18.318064,230,24587,0
ixl_Latn,3521653,367,5409,89082,4.84679627e-04,-19.029335,299,54068,0
izr_Latn,682352,310,3293,92623,2.57971782e-03,-17.396368,184,17843,0
izz_Latn,1913140,550,4615,89819,9.02491507e-04,-18.415903,117,37494,0
jaa_Latn,179605,390,2069,94988,9.72671262e-03,-16.094385,68,4307,0
jac_Latn,1262710,509,4413,90298,1.38232668e-03,-17.994858,240,24475,0
jae_Latn,920573,572,3627,92426,1.91992566e-03,-17.689632,233,21891,0
jam_Latn,1065123,1186,6579,86985,1.57363207e-03,-17.827860,236,32289,0
jav_Java,724553,242,1068,99213,3.39239918e-03,-17.191242,366,6597,0
jav_Latn,4015089,2342,17026,74617,3.54785213e-04,-19.164122,1189,100000,0
jbo_Latn,149827,962,3234,92954,1.13442499e-02,-15.918904,102,12439,0
jbu_Latn,558842,440,3943,90863,3.10982751e-03,-17.190296,152,13500,0
jic_Latn,1080619,198,3309,92999,1.66739334e-03,-17.836838,124,17740,0
jiv_Latn,773310,315,3310,93249,2.29152055e-03,-17.521568,147,17510,0
jmc_Latn,480492,409,4637,89968,3.54497765e-03,-17.049433,145,13528,0
jpn_Jpan,7340738,1699,3802,95774,2.55594986e-04,-19.741663,1055,100000,0
jra_Latn,998275,499,2988,94220,1.86220140e-03,-17.739384,209,19753,0
jun_Orya,431167,10,375,99582,4.35812363e-03,-16.944450,41,6741,0
jvn_Latn,1073820,111,4392,90137,1.62355372e-03,-17.832224,89,23937,0
kaa_Cyrl,1773579,80,2013,97372,1.06256593e-03,-18.333363,173,38209,0
kaa_Latn,952456,585,4313,90988,1.82961664e-03,-17.722132,163,20305,0
kab_Latn,1366551,1685,6996,87299,1.21519289e-03,-18.089947,351,100000,0
kac_Latn,3213976,1135,6534,87620,5.24858969e-04,-18.933146,395,100000,0
kak_Latn,20502,1213,2987,93179,6.00699463e-02,-14.254523,17,165,0
kal_Latn,2556929,1448,7756,86558,6.40102540e-04,-18.722452,305,100000,0
kam_Latn,2608589,1609,7790,85850,6.29316196e-04,-18.731234,562,100000,0
kan_Knda,5736717,1158,2717,98707,3.30638302e-04,-19.514397,1744,100000,0
kan_Latn,146194,2345,7313,86814,1.06678129e-02,-15.912047,83,4121,0
kao_Latn,490628,271,3196,92049,3.57408232e-03,-17.064123,56,13507,0
kap_Cyrl,32622,144,868,98383,4.52776463e-02,-14.591565,18,776,0
kaq_Latn,1074681,84,2909,93531,1.66434190e-03,-17.844374,176,24486,0
kas_Arab,598993,1009,3534,94945,2.90794676e-03,-17.301361,417,10408,0
kas_Deva,396410,1034,3634,94830,4.45276500e-03,-16.874071,382,7226,0
kas_Latn,13870,1690,3331,92574,7.67449899e-02,-14.003031,18,405,0
kat_Geor,5049996,2265,5178,95307,3.64304321e-04,-19.382380,2305,100000,0
kaz_Cyrl,4243082,2091,6952,92404,4.15420738e-04,-19.220144,1867,100000,0
kbc_Latn,1074453,207,3262,93157,1.64074452e-03,-17.854647,190,17609,0
kbd_Cyrl,1428487,257,2353,96626,1.28255945e-03,-18.137501,153,46268,0
kbh_Latn,1120626,192,3622,92926,1.58424954e-03,-17.887203,200,17713,0
kbm_Latn,1280242,117,3255,91951,1.39758339e-03,-18.002022,156,24119,0
kbo_Latn,251843,183,1360,97552,7.28710311e-03,-16.409790,76,4300,0
kbp_Latn,3248906,2057,9523,83964,5.02599281e-04,-18.933861,566,100000,0
kbq_Latn,1309907,199,4218,91145,1.32989283e-03,-18.042864,190,28955,0
kbr_Latn,580781,253,3071,92861,3.05156161e-03,-17.230961,81,12888,0
kby_Latn,56603,932,3124,93130,3.03694871e-02,-14.936069,129,1099,0
kca_Cyrl,40275,399,1611,97564,3.75260171e-02,-14.770985,34,951,0
kcg_Latn,598866,192,2455,94479,3.01953516e-03,-17.258785,110,11045,0
kck_Latn,714953,1121,7095,85421,2.26762758e-03,-17.444368,208,26283,0
kdc_Latn,581373,202,4493,90155,2.93412111e-03,-17.240633,110,17827,0
kde_Latn,878274,880,6386,87182,1.87726193e-03,-17.653694,278,26927,0
kdh_Latn,90175,308,2134,95806,1.85033571e-02,-15.459884,48,1820,0
kdi_Latn,623125,277,4664,89806,2.74165728e-03,-17.304600,76,17817,0
kdj_Latn,526001,311,3872,91477,3.27656638e-03,-17.144802,84,13519,0
kdl_Latn,747479,225,3718,91871,2.31540098e-03,-17.496313,167,17708,0
kdr_Latn,2928,463,849,97953,1.51356173e-01,-13.380363,3,85,0
kea_Latn,2233638,1744,9526,82917,7.15224078e-04,-18.568510,196,100000,0
kei_Latn,4386,447,943,97052,1.34575101e-01,-13.488635,6,226,0
kek_Latn,3619870,1148,7899,84938,4.52111725e-04,-19.051258,277,100000,0
ken_Latn,915639,311,3351,94288,1.94903054e-03,-17.694532,197,17805,0
keo_Latn,274359,640,3222,91882,6.27965227e-03,-16.498701,104,6847,0
ker_Latn,331983,714,3459,92570,5.24349612e-03,-16.686487,105,6741,0
kew_Latn,1138555,167,3464,91704,1.53368012e-03,-17.906406,139,26979,0
kex_Deva,21710,228,1037,98297,6.12054676e-02,-14.289268,34,739,0
kez_Latn,607605,358,3556,92312,2.87894080e-03,-17.283262,169,13488,0
kff_Telu,394845,16,469,99431,4.77872142e-03,-16.850801,33,6762,0
kgf_Latn,1274688,123,3368,92076,1.39186191e-03,-18.007483,114,28674,0
kgk_Latn,1109189,274,3538,92432,1.61930418e-03,-17.859987,173,17217,0
kgp_Latn,1102050,280,2708,94538,1.66175216e-03,-17.856640,196,19199,0
kgr_Latn,353454,494,2477,93461,5.06003283e-03,-16.731682,68,6735,0
kha_Latn,1420901,937,5053,89880,1.22073083e-03,-18.114536,420,34095,0
khk_Cyrl,3843962,1942,6898,90802,4.49529816e-04,-19.123745,1119,100000,0
khm_Khmr,8267362,1579,3592,99294,2.50939108e-04,-19.796141,3052,100000,0
khq_Latn,212888,602,2818,92714,8.11631390e-03,-16.251154,74,6762,0
khs_Latn,1041684,143,2687,93751,1.71764797e-03,-17.815197,162,17585,0
khy_Latn,401349,348,3710,92034,4.30394890e-03,-16.878136,77,11021,0
khz_Latn,1069390,137,3684,92031,1.62633827e-03,-17.851305,193,24568,0
kia_Latn,1677385,767,5560,88644,1.01653697e-03,-18.283737,227,41825,0
kij_Latn,1379899,459,4437,90888,1.25373861e-03,-18.099009,241,32364,0
kik_Latn,2972528,1426,8125,85127,5.44710805e-04,-18.867155,316,100000,0
kin_Latn,2115934,2268,10545,81055,7.32043088e-04,-18.522554,566,100000,0
kir_Cyrl,3776920,1603,6118,93039,4.77861501e-04,-19.086964,1486,100000,0
kiu_Latn,8818367,1515,10080,81542,1.78704218e-04,-19.938652,721,100000,0
kix_Latn,413272,446,3082,92283,4.26607995e-03,-16.889675,150,11038,0
kjb_Latn,1804510,759,5149,88801,9.68769307e-04,-18.333637,313,37135,0
kje_Latn,835114,258,4028,90839,2.08729194e-03,-17.588732,140,17575,0
kjh_Cyrl,1435547,169,2703,96639,1.28925900e-03,-18.132425,232,39529,0
kjs_Latn,1031222,65,3053,92490,1.72374322e-03,-17.798113,139,24469,0
kkc_Latn,691018,140,2854,93320,2.60286617e-03,-17.394932,105,14662,0
kki_Latn,573020,215,4788,89518,2.95090459e-03,-17.227839,78,17827,0
kkj_Latn,941546,276,3312,93012,1.91486272e-03,-17.698593,128,17797,0
kkl_Latn,192316,731,3391,91449,8.83486667e-03,-16.152586,93,2995,0
kle_Deva,337855,116,1107,98073,5.48843345e-03,-16.698580,64,6765,0
klt_Latn,173766,459,2469,93903,9.97126521e-03,-16.058065,81,3724,0
klv_Latn,1048517,131,3306,92577,1.70115080e-03,-17.812246,146,21999,0
kma_Latn,281805,521,2516,93924,6.22987180e-03,-16.528641,78,6754,0
kmb_Latn,2296505,1679,8479,83865,7.00376060e-04,-18.600857,220,100000,0
kmd_Latn,290876,826,4214,91244,5.89463000e-03,-16.555006,109,6703,0
kmg_Latn,458409,765,3973,91289,3.79881353e-03,-16.994852,152,10497,0
kmh_Latn,2400759,156,3885,91905,7.44009443e-04,-18.631968,198,46615,0
kmk_Latn,738979,207,4767,90596,2.33682965e-03,-17.473125,150,17725,0
kmm_Latn,1233451,784,5192,88980,1.37863523e-03,-17.982828,161,29927,0
kmo_Latn,1021507,148,3863,90757,1.71038484e-03,-17.786978,131,24242,0
kmr_Cyrl,327125,93,1248,98036,5.59582026e-03,-16.678825,33,6748,0
kmr_Latn,2623706,1276,7220,86625,6.36030017e-04,-18.729609,344,100000,0
kms_Latn,1121745,132,3129,92518,1.60774364e-03,-17.868082,153,24321,0
kmu_Latn,1302507,161,3053,93232,1.35314753e-03,-18.048168,218,23350,0
kmy_Latn,464839,276,2704,93866,3.82569611e-03,-17.015638,82,11048,0
knc_Arab,389943,602,2269,97186,4.68545866e-03,-16.847673,333,6113,0
knc_Latn,340734,2618,9264,83420,4.55325394e-03,-16.723557,194,9356,0
kne_Latn,709646,223,4465,90588,2.42984746e-03,-17.434004,171,17520,0
knf_Latn,779152,328,3965,91962,2.23542746e-03,-17.532454,150,19074,0
kng_Latn,2073348,1592,7638,85860,7.92341177e-04,-18.500992,462,100000,0
knj_Latn,1267525,137,3274,92115,1.41521321e-03,-17.991268,137,24479,0
knk_Latn,505952,269,3128,92854,3.48586015e-03,-17.097824,123,13427,0
kno_Latn,665547,203,2178,94933,2.70421343e-03,-17.373871,104,13390,0
knv_Latn,3790930,46,3581,91549,4.64471795e-04,-19.099239,121,54786,0
knx_Latn,7247,514,1194,96172,1.11103730e-01,-13.671185,8,351,0
kny_Latn,77210,754,2575,94139,2.11609898e-02,-15.308124,36,3507,0
kog_Latn,1128455,169,2959,93914,1.58767341e-03,-17.895620,161,17787,0
koi_Cyrl,456534,1284,4840,92343,3.79590638e-03,-17.007097,351,13537,0
koo_Latn,2166386,1157,6487,86874,7.71258170e-04,-18.539701,419,100000,0
kor_Hang,8826786,2011,5124,93642,2.06501348e-04,-19.932438,1066,100000,0
kos_Latn,1889108,1197,6798,86579,8.80249636e-04,-18.404118,212,72165,0
kpe_Latn,3668936,922,7182,87337,4.56878480e-04,-19.068623,531,78345,0
kpf_Latn,1511602,503,4963,89641,1.14861807e-03,-18.172764,172,35264,0
kpg_Latn,3037346,350,5137,90548,5.74280454e-04,-18.876028,351,66707,0
kpj_Latn,771661,184,2871,93049,2.31525462e-03,-17.509117,155,17134,0
kpq_Latn,297116,730,3136,92683,5.87589475e-03,-16.573837,97,6764,0
kpr_Latn,1569817,151,3991,91119,1.11781932e-03,-18.216297,166,27728,0
kpv_Cyrl,1440587,1153,4320,94984,1.25191743e-03,-18.144543,1060,37519,0
kpw_Latn,1267251,131,2652,94358,1.44580776e-03,-17.993938,146,23907,0
kpx_Latn,1054949,83,2595,93872,1.70343694e-03,-17.824795,96,24157,0
kpz_Latn,549787,365,3674,92532,3.20735645e-03,-17.177618,142,13549,0
kqa_Latn,43108,316,1219,96550,3.56282648e-02,-14.812432,38,889,0
kqc_Latn,803938,170,3426,91956,2.20074851e-03,-17.548023,106,22286,0
kqe_Latn,772103,170,3813,91664,2.27578690e-03,-17.511314,117,17772,0
kqf_Latn,178772,689,3390,92365,9.48002680e-03,-16.092072,116,4591,0
kql_Latn,48929,222,1591,95977,3.20396372e-02,-14.912645,37,1133,0
kqn_Latn,1982886,1340,7014,86126,8.31903763e-04,-18.455360,350,100000,0
kqo_Latn,721922,147,1642,96400,2.51951713e-03,-17.459949,51,11062,0
kqp_Latn,798901,142,2919,93694,2.25188840e-03,-17.543776,107,17793,0
kqs_Latn,444750,395,3598,92020,3.92024967e-03,-16.971361,65,11046,0
kqw_Latn,549070,164,3068,92549,3.23241534e-03,-17.170019,129,13948,0
kqy_Ethi,668703,19,614,98911,2.84869716e-03,-17.362869,55,13330,0
krc_Cyrl,945800,856,3838,95751,1.93728367e-03,-17.715975,901,23418,0
kri_Latn,2483140,1256,6039,87874,6.90944763e-04,-18.661110,231,100000,0
krj_Latn,705315,281,4736,89870,2.44187575e-03,-17.421108,156,17825,0
krl_Latn,375437,1472,5873,89774,4.45347034e-03,-16.819122,166,9341,0
kru_Deva,928754,36,1265,98060,2.03442676e-03,-17.690876,49,17760,0
krx_Latn,36068,726,2435,94510,4.03593434e-02,-14.666393,20,970,0
ksb_Latn,357130,427,4159,90352,4.73238979e-03,-16.764793,59,11038,0
ksc_Latn,459305,448,4168,91515,3.74781869e-03,-17.010839,143,10977,0
ksd_Latn,2188025,155,4302,91012,8.00161038e-04,-18.549444,189,59612,0
ksf_Latn,584449,538,3284,93311,3.00038353e-03,-17.252708,174,11299,0
ksh_Latn,328785,2003,7579,87330,4.90109739e-03,-16.695745,185,11430,0
ksj_Latn,469099,152,2910,93350,3.77349520e-03,-17.023865,111,10732,0
ksp_Latn,317319,309,3060,92700,5.45383734e-03,-16.648560,76,8240,0
ksr_Latn,1555214,212,4729,89739,1.10472448e-03,-18.212820,157,27341,0
kss_Latn,3274422,762,4596,90324,5.30998408e-04,-18.951910,452,100000,0
ksw_Mymr,4047076,343,942,99467,4.75314614e-04,-19.159115,561,100000,0
ktb_Ethi,617428,5,611,98818,3.05320423e-03,-17.292599,23,13238,0
ktj_Latn,1138068,136,2369,95331,1.60796562e-03,-17.897896,155,17646,0
ktm_Latn,264268,216,3315,92315,6.56348104e-03,-16.459196,99,6181,0
kto_Latn,1667290,75,3863,90976,1.05148209e-03,-18.275906,177,30763,0
ktu_Latn,543935,1341,5683,88712,3.09084112e-03,-17.172462,269,21343,0
ktz_Latn,21885,498,1397,96741,5.97858033e-02,-14.296780,19,357,0
kua_Latn,2203489,1218,7552,85320,7.43454788e-04,-18.558367,329,100000,0
kub_Latn,937249,512,3487,92621,1.90874167e-03,-17.697582,206,17771,0
kud_Latn,1259330,95,3376,92386,1.40079240e-03,-18.004448,127,31123,0
kue_Latn,1081342,83,3469,91401,1.63647177e-03,-17.838224,119,24594,0
kuj_Latn,476384,406,4295,91416,3.60488500e-03,-17.048641,71,11061,0
kum_Cyrl,563900,153,1880,97234,3.31391753e-03,-17.194500,96,13281,0
kup_Latn,1463925,74,3224,93278,1.22855280e-03,-18.145258,154,23283,0
kus_Latn,453601,372,3862,91439,3.80300941e-03,-16.995390,106,13488,0
kvg_Latn,668130,237,3013,93233,2.67430092e-03,-17.366924,136,11146,0
kvj_Latn,463314,284,2501,94284,3.87059696e-03,-17.008413,93,11057,0
kvn_Latn,971895,186,3529,91825,1.82289347e-03,-17.734970,152,17773,0
kwd_Latn,874660,252,2894,93202,2.03844200e-03,-17.638094,131,17670,0
kwf_Latn,912824,483,3738,91772,1.91647548e-03,-17.684330,192,18620,0
kwi_Latn,799214,281,3266,92721,2.22329777e-03,-17.546114,151,17740,0
kwj_Latn,1218340,98,3114,91503,1.45332148e-03,-17.958031,161,24528,0
kwn_Latn,2086163,1084,6602,86160,7.94486607e-04,-18.501776,310,100000,0
kwy_Latn,2016935,1466,8031,85260,8.12162580e-04,-18.469271,472,100000,0
kxc_Ethi,706543,10,469,99025,2.65777024e-03,-17.433395,25,13467,0
kxm_Thai,730125,5,524,99347,2.64714633e-03,-17.440647,16,13492,0
kxw_Latn,560102,269,2704,93490,3.18779212e-03,-17.194036,156,11040,0
kyc_Latn,1216813,329,3444,91656,1.46056583e-03,-17.954729,265,27920,0
kyf_Latn,847038,149,2602,94692,2.11760113e-03,-17.615856,76,17627,0
kyg_Latn,1499220,84,2322,94186,1.20748416e-03,-18.172243,82,27081,0
kyq_Latn,1285882,101,2737,93590,1.41052879e-03,-18.010469,117,24514,0
kyu_Kali,355372,10,399,99600,5.33827695e-03,-16.741770,19,4280,0
kyu_Latn,301004,611,2221,95324,5.98447303e-03,-16.583624,141,4306,0
kyu_Mymr,1030550,9,438,99497,1.86447984e-03,-17.792656,34,13476,0
kyz_Latn,1232306,212,3532,92924,1.42440561e-03,-17.993538,182,16966,0
kze_Latn,1322341,16,1966,95641,1.39330757e-03,-18.044432,85,24039,0
kzf_Latn,523343,387,3757,90740,3.30068977e-03,-17.129377,124,12488,0
kzj_Latn,69451,1279,3839,91846,2.24367386e-02,-15.224924,50,4996,0
kzn_Latn,48113,1209,3644,91500,3.09256145e-02,-14.900265,20,2125,0
lac_Latn,1138180,171,3045,93351,1.57387800e-03,-17.898335,124,17753,0
lad_Hebr,3187,48,210,99706,1.50766915e-01,-13.402001,4,171,0
lad_Latn,309094,2737,10013,83456,5.02419644e-03,-16.625565,278,10070,0
lai_Latn,428879,348,3486,91759,4.04584778e-03,-16.936985,106,11021,0
laj_Latn,723373,357,4655,90447,2.38035751e-03,-17.453024,194,22156,0
lam_Latn,1270961,870,6743,86475,1.29705171e-03,-18.015272,270,43564,0
lao_Laoo,2450372,1310,3075,97963,7.94292812e-04,-18.630404,1795,33981,0
lap_Latn,150691,568,2150,94593,1.15132930e-02,-15.921592,62,4299,0
las_Latn,287136,387,2254,94988,6.20579579e-03,-16.543777,86,6746,0
lat_Latn,2940380,2419,11860,81581,5.24195745e-04,-18.862997,1208,100000,0
law_Latn,452443,647,3725,91743,3.84124705e-03,-16.988705,97,6540,0
lbb_Latn,60579,151,1830,94771,2.61685662e-02,-15.102415,45,1700,0
lbe_Cyrl,4746,209,609,98829,1.33369323e-01,-13.515779,8,182,0
lbj_Tibt,695100,55,679,99410,2.76884837e-03,-17.396332,125,10380,0
lbk_Latn,720438,376,4444,90603,2.40247720e-03,-17.445498,102,17600,0
lcm_Latn,1075366,182,3980,91555,1.62628323e-03,-17.846153,239,27324,0
lcp_Thai,258282,18,503,99352,7.30274010e-03,-16.425930,18,4281,0
ldi_Latn,1145277,1413,7192,86013,1.43330153e-03,-17.910028,280,51424,0
ldn_Latn,977,129,267,99121,1.80571177e-01,-13.215727,1,106,0
lea_Latn,59378,907,3022,92998,2.62022327e-02,-15.082244,63,3217,0
led_Latn,76230,750,2350,94245,2.14023248e-02,-15.297909,39,3688,0
lee_Latn,925478,144,2471,95547,2.00104090e-03,-17.681461,125,17731,0
lef_Latn,600391,296,2922,93038,2.95289147e-03,-17.265734,69,13442,0
leh_Latn,1813651,813,6113,87470,9.24515780e-04,-18.365292,285,55845,0
lem_Latn,1140375,194,3310,93401,1.56162623e-03,-17.906685,90,17770,0
leu_Latn,1559694,115,3510,92492,1.14626561e-03,-18.206123,189,35286,0
lew_Latn,554334,386,4242,90267,3.10681396e-03,-17.184685,211,13383,0
lex_Latn,1145685,402,5214,89635,1.48615831e-03,-17.915062,202,19181,0
lez_Cyrl,9091,322,1014,98186,1.01966877e-01,-13.777726,15,337,0
lfn_Cyrl,89162,299,1367,97899,1.89310415e-02,-15.458644,106,5655,0
lfn_Latn,138327,1146,4312,91410,1.19595002e-02,-15.849339,117,12192,0
lgg_Latn,314503,1216,4735,89654,5.35724517e-03,-16.633018,100,9264,0
lgl_Latn,493555,251,2519,93817,3.59641343e-03,-17.076920,76,10951,0
lgm_Latn,344428,396,3598,91952,4.99537960e-03,-16.728264,58,11059,0
lhi_Latn,592406,182,1723,96437,3.13085179e-03,-17.243095,105,10945,0
lhu_Latn,2628482,227,2012,96549,7.18864986e-04,-18.715643,297,72409,0
lia_Latn,619351,307,3328,92519,2.83371423e-03,-17.301336,88,13468,0
lid_Latn,1289981,160,3783,91514,1.37334474e-03,-18.014753,204,27185,0
lif_Deva,1605537,34,895,98467,1.19901457e-03,-18.223732,96,24326,0
lif_Limb,769269,6,402,99577,2.51586293e-03,-17.493826,28,10950,0
lij_Latn,1620287,1994,11743,81444,9.49695353e-04,-18.267040,581,35338,0
lim_Latn,3372400,2261,12730,79586,4.43086901e-04,-19.006338,948,100000,0
lin_Latn,2323264,2021,9749,82970,6.83036778e-04,-18.615196,356,100000,0
lip_Latn,834371,228,3572,92366,2.13793621e-03,-17.581429,95,17701,0
lis_Lisu,370248,4,255,99712,5.13475230e-03,-16.781765,14,6732,0
lit_Latn,5035277,1719,9381,83502,3.17264971e-04,-19.388399,648,100000,0
liv_Latn,29844,976,2429,95301,4.68758942e-02,-14.525047,28,625,0
ljp_Latn,514970,387,4515,89834,3.34806640e-03,-17.105091,81,13436,0
lki_Arab,6772,288,1017,98387,1.16267217e-01,-13.648528,7,211,0
llb_Latn,533242,1609,6559,86065,3.06180885e-03,-17.151608,142,25228,0
lld_Latn,17059,762,2003,95380,6.96762180e-02,-14.129520,16,814,0
llg_Latn,712943,370,3853,91152,2.45656835e-03,-17.429274,195,14230,0
lln_Latn,374002,1035,4050,90950,4.60965034e-03,-16.797668,189,8245,0
lmk_Latn,803056,726,4917,89391,2.13506072e-03,-17.550035,166,17821,0
lmo_Latn,2262415,2488,13833,79035,6.59424282e-04,-18.601789,768,58536,0
lmp_Latn,558498,515,2831,94525,3.24084923e-03,-17.188540,183,11043,0
lnd_Latn,942916,720,4469,90438,1.86427329e-03,-17.697304,161,25726,0
lob_Latn,551755,322,3255,93322,3.20930949e-03,-17.185511,98,13529,0
loe_Latn,304177,980,4403,90082,5.55797037e-03,-16.600998,103,6830,0
log_Latn,672793,239,2163,95738,2.73112640e-03,-17.372412,81,11018,0
lok_Latn,309138,431,2586,93880,5.65914999e-03,-16.624254,43,6752,0
lol_Latn,373717,392,3647,92500,4.62840530e-03,-16.810507,85,11060,0
lom_Latn,513303,375,3024,93745,3.45448006e-03,-17.116417,121,11043,0
loq_Latn,270494,886,4009,91338,6.28435705e-03,-16.492014,87,7481,0
loz_Latn,2132685,1459,8473,83589,7.46200453e-04,-18.534184,333,100000,0
lrc_Arab,5693,274,886,98587,1.24769040e-01,-13.579986,6,168,0
lsi_Latn,713996,387,2768,93400,2.49259547e-03,-17.439077,126,10998,0
lsm_Latn,563705,391,4566,89833,3.02611180e-03,-17.206184,112,13528,0
ltg_Latn,560060,2006,8667,85901,2.85438782e-03,-17.219849,327,14559,0
ltz_Latn,3559590,2360,11592,81489,4.31038236e-04,-19.057537,1045,100000,0
lua_Latn,2219293,1726,8083,85060,7.29435146e-04,-18.574352,363,100000,0
lub_Latn,2059084,1397,7357,85743,7.92688958e-04,-18.499189,421,100000,0
luc_Latn,372647,308,1952,96434,4.94183568e-03,-16.786633,79,7040,0
lud_Latn,15402,1016,2322,94973,7.39067202e-02,-14.066299,13,554,0
lue_Latn,2053052,1296,6469,87002,8.11028038e-04,-18.490894,352,100000,0
lug_Latn,3014212,1628,9710,81992,5.22858389e-04,-18.870577,372,100000,0
lun_Latn,2181710,1272,6884,86260,7.56953074e-04,-18.551331,248,100000,0
luo_Latn,2395458,1647,10364,81359,6.47113081e-04,-18.649616,263,100000,0
lus_Latn,2513203,1415,7543,86115,6.54076922e-04,-18.695724,406,100000,0
lvs_Latn,5049054,1916,9587,83623,3.16868359e-04,-19.391098,791,100000,0
lwg_Latn,25723,922,2450,93762,5.15867749e-02,-14.413005,28,1392,0
lwo_Latn,910197,215,3679,92786,1.93597739e-03,-17.685194,148,17490,0
lww_Latn,1121514,181,3429,92344,1.57334270e-03,-17.887829,226,17549,0
lzh_Hani,2228458,8,247,99657,8.74336641e-04,-18.551535,16,97818,0
maa_Latn,2263833,297,3747,92072,7.91685548e-04,-18.571672,149,38068,0
mad_Latn,2649039,1868,12922,78353,5.62528389e-04,-18.752048,324,44560,0
maf_Latn,398808,508,3750,92082,4.36497209e-03,-16.864578,140,11056,0
mag_Deva,592182,248,2580,97002,3.12554577e-03,-17.250633,295,12847,0
mah_Latn,2814800,1236,7171,86920,5.92946286e-04,-18.803150,355,100000,0
mai_Deva,2368270,1532,5003,95604,8.10134007e-04,-18.586281,1839,43579,0
maj_Latn,835163,151,2872,93713,2.14962903e-03,-17.590452,134,17827,0
mak_Latn,1853300,1964,12920,78343,7.95395248e-04,-18.405523,246,26049,0
mal_Latn,397183,2104,7420,86090,4.05241969e-03,-16.871590,236,10693,0
mal_Mlym,6127754,2151,4575,97003,3.04902901e-04,-19.578014,2825,100000,0
mam_Latn,3674137,1220,8373,84689,4.47233077e-04,-19.059172,429,100000,0
maq_Latn,930977,166,2830,93725,1.94504969e-03,-17.690588,174,17793,0
mar_Deva,3208416,1272,4445,96095,5.76398041e-04,-18.931805,1755,100000,0
mar_Latn,98676,2287,6707,87795,1.55598358e-02,-15.545822,48,3924,0
mas_Latn,1204952,1051,6833,86448,1.35254148e-03,-17.973068,220,31948,0
mau_Latn,2846256,1038,5864,88308,5.98105466e-04,-18.810329,276,100000,0
mav_Latn,1767445,851,5403,89685,9.79445793e-04,-18.332582,427,23723,0
maw_Latn,802029,211,3114,93074,2.22192948e-03,-17.550529,71,17707,0
max_Latn,2948,401,806,97017,1.49724990e-01,-13.381597,5,333,0
maz_Latn,1014374,143,3104,92924,1.77455188e-03,-17.773745,109,17588,0
mbb_Latn,2685880,182,5664,88632,6.40755108e-04,-18.745111,203,55597,0
mbc_Latn,1459192,606,4818,90448,1.19259782e-03,-18.144152,306,25471,0
mbd_Latn,527825,395,3846,91933,3.32679398e-03,-17.134562,96,10885,0
mbf_Latn,240605,597,3090,92256,7.24036054e-03,-16.360407,68,6748,0
mbh_Latn,1164605,108,3379,92180,1.51008503e-03,-17.927088,179,24424,0
mbi_Latn,580392,401,3882,91567,3.01602576e-03,-17.228642,102,11002,0
mbj_Latn,990848,143,3048,94192,1.83199944e-03,-17.755438,154,17676,0
mbl_Latn,887053,66,1342,97146,2.11087543e-03,-17.644623,104,17712,0
mbs_Latn,817143,280,3777,91538,2.16186678e-03,-17.561293,154,18964,0
mbt_Latn,736861,170,3999,91446,2.37659255e-03,-17.465591,113,17750,0
mca_Latn,1480323,154,3978,92147,1.19610832e-03,-18.159822,221,24591,0
mcb_Latn,939572,111,2742,94005,1.89600672e-03,-17.719109,133,17596,0
mcd_Latn,1429441,359,3318,92610,1.24370778e-03,-18.125811,249,26561,0
